Title,Year,Source title,DOI,Link
"Synchronization of delayed memristive neural networks: Robust analysis approach",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2505903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991247010&doi=10.1109%2fTCYB.2015.2505903&partnerID=40&md5=99291367c730b2c1a14354d71c3af109"
"EmotionMeter: A Multimodal Framework for Recognizing Human Emotions",2019,"IEEE Transactions on Cybernetics","10.1109/TCYB.2018.2797176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041542141&doi=10.1109%2fTCYB.2018.2797176&partnerID=40&md5=5569537a0dab42a3ab3818dda8f9d89a"
"Nonsmooth Finite-Time Synchronization of Switched Coupled Neural Networks",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2477366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943192704&doi=10.1109%2fTCYB.2015.2477366&partnerID=40&md5=4c1f4eebbe7e4be6a6a1b9427e4cacac"
"Cascade Chaotic System with Applications",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2363168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028209555&doi=10.1109%2fTCYB.2014.2363168&partnerID=40&md5=c153a65f9e7f27034770ce5e6681686c"
"Finite-time distributed state estimation over sensor networks with round-robin protocol and fading channels",2018,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2635122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044877613&doi=10.1109%2fTCYB.2016.2635122&partnerID=40&md5=7d1217735da35e0b8d8a59c7f4069dbd"
"Feature learning using spatial-spectral hypergraph discriminant analysis for hyperspectral image",2019,"IEEE Transactions on Cybernetics","10.1109/TCYB.2018.2810806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046340090&doi=10.1109%2fTCYB.2018.2810806&partnerID=40&md5=53d5b8cf3ab88bb82e85562a0f21c01b"
"Weighted Average Consensus-Based Unscented Kalman Filtering",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2409373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937010746&doi=10.1109%2fTCYB.2015.2409373&partnerID=40&md5=7330fc29465541e771eebad4aa3be0a4"
"Output Consensus of Heterogeneous Linear Multi-Agent Systems by Distributed Event-Triggered/Self-Triggered Strategy",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2602327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027692940&doi=10.1109%2fTCYB.2016.2602327&partnerID=40&md5=5630d2d5ee75dcdb8bf15b34449aa773"
"Event-Triggered Adaptive Tracking Control for Multiagent Systems with Unknown Disturbances",2020,"IEEE Transactions on Cybernetics","10.1109/TCYB.2018.2869084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054262860&doi=10.1109%2fTCYB.2018.2869084&partnerID=40&md5=058f76baa034cabc8cc1637ce4e8eeb1"
"Simultaneous spectral-spatial feature selection and extraction for hyperspectral images",2018,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2605044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042539031&doi=10.1109%2fTCYB.2016.2605044&partnerID=40&md5=efa0b8c0b1fd94b92269093b1a8ab33f"
"Observer-Based Non-PDC Control for Networked T-S Fuzzy Systems with an Event-Triggered Communication",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2017.2659698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012170673&doi=10.1109%2fTCYB.2017.2659698&partnerID=40&md5=5bf34cd58f19cfbc6fca3f37ffce3e16"
"Adaptive Neural Network Control of a Robotic Manipulator with Time-Varying Output Constraints",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2017.2711961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028913871&doi=10.1109%2fTCYB.2017.2711961&partnerID=40&md5=6450d481b8b9ef1858edcc207b8d3b66"
"Distributed Event-Triggered Estimation over Sensor Networks: A Survey",2020,"IEEE Transactions on Cybernetics","10.1109/TCYB.2019.2917179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078506289&doi=10.1109%2fTCYB.2019.2917179&partnerID=40&md5=29152e89502ab53a630aefeb4527e1af"
"Observer-Based Adaptive Fuzzy Fault-Tolerant Optimal Control for SISO Nonlinear Systems",2019,"IEEE Transactions on Cybernetics","10.1109/TCYB.2017.2785801Y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040594946&doi=10.1109%2fTCYB.2017.2785801Y&partnerID=40&md5=57e1af18acac94b7295156999bd998e1"
"Neural networks-based adaptive control for nonlinear state constrained systems with input delay",2019,"IEEE Transactions on Cybernetics","10.1109/TCYB.2018.2799683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041827176&doi=10.1109%2fTCYB.2018.2799683&partnerID=40&md5=bed4e81f8b682412f2e1d1dc3c99fe90"
"Adaptive Replacement Strategies for MOEA/D",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2403849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926052435&doi=10.1109%2fTCYB.2015.2403849&partnerID=40&md5=abe505851e3a380d397941f8f57056ce"
